"Month","ProductID","Revenue","Units"
"Aug-99","2057","11339","2"
"Aug-99","2062","6614","1"
"Aug-99","2064","117167","20"
"Aug-99","2065","4409","1"
"Aug-99","2070","130964","21"
"Aug-99","2074","47242","12"
"Aug-99","2081","39681","15"
"Aug-99","2083","85477","23"
"Aug-99","2091","12785","7"
"Aug-99","2094","83150","16"
"Aug-99","2113","5667","1"
"Aug-99","2118","5919","1"
"Aug-99","2120","6297","1"
"Aug-99","2121","30227","4"
"Aug-99","2126","11334","2"
"Aug-99","2130","5667","1"
"Aug-99","2135","12594","2"
"Aug-99","2140","33059","5"
"Aug-99","2161","20592","3"
"Aug-99","2167","27707","4"
"Aug-99","2169","25691","4"
"Aug-99","2175","22667","4"
"Aug-99","2188","16786","6"
"Aug-99","2192","14549","6"
"Aug-99","2199","17131","8"
"Aug-99","2204","18705","9"
"Aug-99","2205","18705","9"
"Aug-99","2210","19363","15"
"Aug-99","2211","19363","15"
"Aug-99","2222","2960","1"
"Aug-99","2223","2960","1"
"Aug-99","2234","33049","42"
"Aug-99","2235","33049","42"
"Aug-99","2246","6297","4"
"Aug-99","2247","6297","4"
"Aug-99","2254","30464","44"
"Aug-99","2255","30464","44"
"Aug-99","2268","33447","9"
"Aug-99","2277","142098","47"
"Aug-99","2279","25790","13"
"Aug-99","2282","204589","56"
"Aug-99","2284","218697","62"
"Aug-99","2287","131032","13"
"Aug-99","2290","9544","1"
"Aug-99","2331","250589","39"
"Aug-99","2351","15432","4"
"Aug-99","2352","98770","22"
"Aug-99","2357","13479","4"
"Aug-99","2362","53883","6"
"Aug-99","2370","8630","1"
"Aug-99","2371","46301","7"
"Aug-99","2372","14614","3"
"Aug-99","2373","165359","25"
"Aug-99","2374","60475","8"
"Aug-99","2379","6235","3"
"Aug-99","2380","21920","6"
"Aug-99","2388","156088","42"
"Aug-99","2401","5857","3"
"Aug-99","2406","3211","3"
"Aug-99","2407","8814","10"
"Aug-99","2410","15553","13"
"Sep-99","25","28539","3"
"Sep-99","32","8436","1"
"Sep-99","36","54747","11"
"Sep-99","93","232470","20"
"Sep-99","94","51975","5"
"Sep-99","120","129402","13"
"Sep-99","157","7434","1"
"Sep-99","158","15750","2"
"Sep-99","184","17514","2"
"Sep-99","187","29484","3"
"Sep-99","193","8184","1"
"Sep-99","195","117734","13"
"Sep-99","226","18264","2"
"Sep-99","228","7872","1"
"Sep-99","234","4848","1"
"Sep-99","247","17627","4"
"Sep-99","248","13035","2"
"Sep-99","288","10392","1"
"Sep-99","289","41567","4"
"Sep-99","298","29295","3"
"Sep-99","315","6577","1"
"Sep-99","318","124702","12"
"Sep-99","319","26454","2"
"Sep-99","326","25506","3"
"Sep-99","330","6927","1"
"Sep-99","355","10452","2"
"Sep-99","370","32429","5"
"Sep-99","396","1193031","116"
"Sep-99","400","246840","30"
"Sep-99","415","11743","2"
"Sep-99","426","76640","8"
"Sep-99","433","135122","14"
"Sep-99","443","608041","64"
"Sep-99","455","10600","1"
"Sep-99","464","61151","9"
"Sep-99","475","861538","74"
"Sep-99","482","8063","1"
"Sep-99","485","38745","4"
"Sep-99","488","162994","14"
"Sep-99","491","743576","76"
"Sep-99","495","60584","9"
"Sep-99","499","243797","24"
"Sep-99","502","24305","2"
"Sep-99","510","140824","14"
"Sep-99","513","76345","14"
"Sep-99","530","29733","4"
"Sep-99","532","100350","15"
"Sep-99","550","111501","23"
"Sep-99","559","232990","33"
"Sep-99","573","158958","47"
"Sep-99","574","69766","7"
"Sep-99","580","300686","34"
"Sep-99","596","241873","27"
"Sep-99","597","224844","21"
"Sep-99","599","614968","68"
"Sep-99","604","549376","99"
"Sep-99","606","121388","32"
"Sep-99","609","1011566","108"
"Sep-99","631","199735","48"
"Sep-99","645","260518","29"
"Sep-99","658","108328","10"
"Sep-99","663","220809","24"
"Sep-99","676","886460","92"
"Sep-99","681","151502","20"
"Sep-99","683","198793","21"
"Sep-99","687","133884","25"
"Sep-99","702","27431","8"
"Sep-99","713","34576","18"
"Sep-99","714","34576","18"
"Sep-99","725","106673","77"
"Sep-99","726","106673","77"
"Sep-99","727","37958","50"
"Sep-99","728","37958","50"
"Sep-99","729","32597","9"
"Sep-99","730","32597","9"
"Sep-99","739","81812","40"
"Sep-99","740","81812","40"
"Sep-99","743","12881","4"
"Sep-99","744","12881","4"
"Sep-99","747","20975","6"
"Sep-99","748","20975","6"
"Sep-99","753","55523","19"
"Sep-99","754","55523","19"
"Sep-99","757","54398","54"
"Sep-99","758","54398","54"
"Sep-99","767","47856","38"
"Sep-99","768","47856","38"
"Sep-99","769","114196","37"
"Sep-99","770","114196","37"
"Sep-99","771","17855","9"
"Sep-99","772","17855","9"
"Sep-99","795","142006","43"
"Sep-99","796","142006","43"
"Sep-99","797","212096","59"
"Sep-99","800","5921","2"
"Sep-99","801","3464","1"
"Sep-99","823","89200","12"
"Sep-99","833","306160","32"
"Sep-99","837","466170","47"
"Sep-99","838","626059","56"
"Sep-99","842","18017","2"
"Sep-99","843","37796","6"
"Sep-99","847","90712","13"
"Sep-99","852","244549","27"
"Sep-99","853","10961","2"
"Sep-99","862","34829","16"
"Sep-99","863","29164","8"
"Sep-99","883","1250","1"
"Sep-99","901","348534","71"
"Sep-99","910","388157","78"
"Sep-99","914","181739","26"
"Sep-99","921","302181","48"
"Sep-99","922","141734","25"
"Sep-99","923","1889","1"
"Sep-99","932","10331","2"
"Sep-99","935","29292","5"
"Sep-99","936","113703","19"
"Sep-99","938","1230","1"
"Sep-99","940","342253","42"
"Sep-99","952","35525","11"
"Sep-99","962","180414","29"
"Sep-99","964","203712","48"
"Sep-99","979","144125","30"
"Sep-99","981","50510","26"
"Sep-99","988","9701","2"
"Sep-99","989","292791","53"
"Sep-99","990","290840","50"
"Sep-99","992","105631","31"
"Sep-99","993","23810","6"
"Sep-99","1003","10389","10"
"Sep-99","1005","19363","15"
"Sep-99","1008","50830","18"
"Sep-99","1014","6233","6"
"Sep-99","1045","22391","9"
"Sep-99","1046","9571","8"
"Sep-99","1053","48374","16"
"Sep-99","1065","185061","52"
"Sep-99","1066","185061","52"
"Sep-99","1073","2834","1"
"Sep-99","1074","2834","1"
"Sep-99","1079","22046","7"
"Sep-99","1080","22046","7"
"Sep-99","1081","43334","16"
"Sep-99","1082","43334","16"
"Sep-99","1105","29604","10"
"Sep-99","1106","29604","10"
"Sep-99","1107","1763","1"
"Sep-99","1108","1763","1"
"Sep-99","1109","45349","18"
"Sep-99","1110","45349","18"
"Sep-99","1111","46133","33"
"Sep-99","1112","46133","33"
"Sep-99","1116","114888","38"
"Sep-99","1120","27019","13"
"Sep-99","1122","37787","20"
"Sep-99","1131","60472","12"
"Sep-99","1132","151187","20"
"Sep-99","1133","68034","9"
"Sep-99","1150","23562","5"
"Sep-99","1157","131526","29"
"Sep-99","1166","90144","14"
"Sep-99","1167","3748","1"
"Sep-99","1168","26771","6"
"Sep-99","1169","10457","2"
"Sep-99","1173","277172","44"
"Sep-99","1182","62349","33"
"Sep-99","1185","100787","20"
"Sep-99","1188","130396","23"
"Sep-99","1191","47052","15"
"Sep-99","1203","45352","12"
"Sep-99","1204","46236","9"
"Sep-99","1205","13732","3"
"Sep-99","1206","6110","1"
"Sep-99","1208","11779","3"
"Sep-99","1210","103941","15"
"Sep-99","1215","145635","34"
"Sep-99","1225","36847","13"
"Sep-99","1227","103051","27"
"Sep-99","1229","8503","3"
"Sep-99","1230","237927","38"
"Sep-99","1237","3999","1"
"Sep-99","1238","3999","1"
"Sep-99","1259","3873","1"
"Sep-99","1260","3873","1"
"Sep-99","1298","4157","1"
"Sep-99","1309","3243","1"
"Sep-99","1310","3243","1"
"Sep-99","1329","10025","9"
"Sep-99","1330","10025","9"
"Sep-99","1345","10958","3"
"Sep-99","1346","10958","3"
"Sep-99","1347","10738","3"
"Sep-99","1348","10738","3"
"Sep-99","1351","14863","4"
"Sep-99","1352","14863","4"
"Sep-99","1379","26451","7"
"Sep-99","1380","26451","7"
"Sep-99","1425","34322","10"
"Sep-99","1426","34322","10"
"Sep-99","1429","6801","2"
"Sep-99","1430","6801","2"
"Sep-99","1435","37472","10"
"Sep-99","1436","37472","10"
"Sep-99","1449","8497","6"
"Sep-99","1450","8497","6"
"Sep-99","1477","11431","3"
"Sep-99","1478","11431","3"
"Sep-99","1483","849","1"
"Sep-99","1484","849","1"
"Sep-99","1489","9446","3"
"Sep-99","1490","9446","3"
"Sep-99","1517","16997","10"
"Sep-99","1518","16997","10"
"Sep-99","1535","7431","2"
"Sep-99","1536","7431","2"
"Sep-99","1537","3968","1"
"Sep-99","1538","3968","1"
"Sep-99","1641","5095","6"
"Sep-99","1734","16195","3"
"Sep-99","1735","16195","3"
"Sep-99","1894","155928","19"
"Sep-99","1909","9510","4"
"Sep-99","1911","87772","30"
"Sep-99","1914","4157","2"
"Sep-99","1920","33667","10"
"Sep-99","1930","23841","7"
"Sep-99","1931","23841","7"
"Sep-99","1948","85350","24"
"Sep-99","1949","85350","24"
"Sep-99","1956","33196","18"
"Sep-99","1957","33196","18"
"Sep-99","1960","16308","14"
"Sep-99","1961","16308","14"
"Sep-99","1968","19967","7"
"Sep-99","1969","19967","7"
"Sep-99","1974","16993","27"
"Sep-99","1975","16993","27"
"Sep-99","1978","6141","2"
"Sep-99","1979","6141","2"
"Sep-99","1990","46296","15"
"Sep-99","2005","39526","11"
"Sep-99","2012","86109","19"
"Sep-99","2016","78988","22"
"Sep-99","2032","29320","11"
"Sep-99","2045","324219","66"
"Sep-99","2047","122140","27"
"Sep-99","2050","173547","29"
"Sep-99","2055","6614","1"
"Sep-99","2056","272809","70"
"Sep-99","2057","28347","5"
"Sep-99","2062","39434","6"
"Sep-99","2064","251595","43"
"Sep-99","2070","236982","38"
"Sep-99","2074","177159","45"
"Sep-99","2081","100524","38"
"Sep-99","2083","267579","72"
"Sep-99","2091","36527","20"
"Sep-99","2094","197481","38"
"Sep-99","2111","6927","1"
"Sep-99","2120","11964","2"
"Sep-99","2121","30101","4"
"Sep-99","2127","10074","2"
"Sep-99","2128","4785","1"
"Sep-99","2135","12594","2"
"Sep-99","2140","19836","3"
"Sep-99","2152","7305","1"
"Sep-99","2161","20592","3"
"Sep-99","2167","13854","2"
"Sep-99","2169","25691","4"
"Sep-99","2188","16817","6"
"Sep-99","2192","16943","7"
"Sep-99","2199","10675","5"
"Sep-99","2204","24940","12"
"Sep-99","2205","24940","12"
"Sep-99","2210","27108","21"
"Sep-99","2211","27108","21"
"Sep-99","2222","26643","9"
"Sep-99","2223","26643","9"
"Sep-99","2234","70818","90"
"Sep-99","2235","70818","90"
"Sep-99","2246","4723","3"
"Sep-99","2247","4723","3"
"Sep-99","2254","53470","77"
"Sep-99","2255","53470","77"
"Sep-99","2268","70611","19"
"Sep-99","2274","3527","1"
"Sep-99","2277","290212","96"
"Sep-99","2279","43645","22"
"Sep-99","2282","299576","82"
"Sep-99","2284","204146","58"
"Sep-99","2287","201587","20"
"Sep-99","2290","66492","7"
"Sep-99","2307","13416","4"
"Sep-99","2321","4283","1"
"Sep-99","2331","514030","80"
"Sep-99","2332","5039","1"
"Sep-99","2351","62108","16"
"Sep-99","2352","90203","20"
"Sep-99","2357","26707","8"
"Sep-99","2362","74658","8"
"Sep-99","2364","7811","2"
"Sep-99","2370","104131","12"
"Sep-99","2371","105830","16"
"Sep-99","2372","76913","16"
"Sep-99","2373","337333","51"
"Sep-99","2374","158747","21"
"Sep-99","2379","17824","8"
"Sep-99","2380","44029","12"
"Sep-99","2388","382786","103"
"Sep-99","2401","5857","3"
"Sep-99","2406","8563","8"
"Sep-99","2407","15865","18"
"Sep-99","2410","45462","38"
"Oct-99","25","76104","8"
"Oct-99","32","8536","1"
"Oct-99","33","8814","1"
"Oct-99","36","79632","16"
"Oct-99","93","334593","29"
"Oct-99","94","51975","5"
"Oct-99","111","9513","1"
"Oct-99","120","189126","19"
"Oct-99","139","39312","6"
"Oct-99","158","23625","3"
"Oct-99","184","52542","6"
"Oct-99","187","29484","3"
"Oct-99","193","8184","1"
"Oct-99","195","169042","18"
"Oct-99","226","27396","3"
"Oct-99","228","23616","3"
"Oct-99","234","9696","2"
"Oct-99","247","26441","6"
"Oct-99","248","52073","8"
"Oct-99","289","20784","2"
"Oct-99","297","59513","7"
"Oct-99","315","6577","1"
"Oct-99","316","5796","1"
"Oct-99","318","83135","8"
"Oct-99","319","79361","6"
"Oct-99","320","16377","1"
"Oct-99","326","51011","6"
"Oct-99","355","15678","3"
"Oct-99","357","6486","1"
"Oct-99","370","19458","3"
"Oct-99","396","1059329","103"
"Oct-99","400","205311","25"
"Oct-99","415","11901","2"
"Oct-99","426","9541","1"
"Oct-99","433","124746","13"
"Oct-99","443","399789","42"
"Oct-99","464","122302","18"
"Oct-99","475","920128","79"
"Oct-99","485","58118","6"
"Oct-99","488","69854","6"
"Oct-99","491","880551","90"
"Oct-99","495","20195","3"
"Oct-99","499","264109","26"
"Oct-99","510","110625","11"
"Oct-99","513","152314","28"
"Oct-99","521","20032","3"
